t_s,buoy_heave_m,buoy_heave_acc_mps2
50.410000000000004,0.047144536397580115,-0.23817406776491906
50.42,0.0471015203240563,-0.23798853366108544
50.43,0.04703471117160994,-0.23768269986298868
50.44,0.04694414085973618,-0.2372565841239945
50.45,0.046829853334024577,-0.23671026583524726
50.46,0.04669190455751471,-0.23604388668814383
50.47,0.04653036249581569,-0.23525765129262252
50.480000000000004,0.04634530709592853,-0.2343518277475264
50.49,0.04613683025871474,-0.2333267481594622
50.5,0.0459050358049602,-0.2321828091067663
50.51,0.04565003943498843,-0.230920472045378
50.52,0.04537196868178349,-0.22954026365363744
50.53,0.0450709628575888,-0.2280427761132408
50.54,0.04474717299395449,-0.22642866732384023
50.550000000000004,0.044400761775212794,-0.2246986610489964
50.56,0.044031903465367485,-0.22285354699145865
50.57,0.043640783828390886,-0.22089418079601325
50.58,0.043227600041928896,-0.2188214839783817
50.59,0.04279256060442204,-0.2166364437789444
50.6,0.042335885235658,-0.2143401129403144
50.61,0.04185780477077879,-0.21193360940807499
50.620000000000005,0.04135856104777339,-0.2094181159542384
50.63,0.04083840678849418,-0.20679487972327149
50.64,0.040297605473243715,-0.20406521170079583
50.65,0.03973643120898555,-0.20123048610530883
50.660000000000004,0.03915516859124095,-0.1982921397035462
50.67,0.038554112559740686,-0.19525167105033364
50.68,0.03793356824790879,-0.1921106396540337
50.69,0.037293850826262465,-0.1888706650688979
50.7,0.036635285339819704,-0.18553342591587002
50.71,0.03595820653961326,-0.1821006588335785
50.72,0.035262958708416656,-0.1785741573614784
50.730000000000004,0.034549895480794464,-0.17495577075725924
50.74,0.03381937965759592,-0.17124740275081585
50.75,0.03307178301501702,-0.1674510102372656
50.76,0.03230748610836246,-0.1635686019115926
50.77,0.03152687807064438,-0.15960223684768032
50.78,0.03073035640616073,-0.15555402302458943
50.79,0.029918326779201,-0.1514261158030533
50.800000000000004,0.02909120279803214,-0.1472207163552568
50.81,0.028249405794322124,-0.14294007005102402
50.82,0.027393364598162953,-0.138586464803659
50.83,0.02652351530885881,-0.1341622293786756
50.84,0.025640301061648833,-0.1296697316687359
50.85,0.0247441717905373,-0.12511137693811508
50.86,0.023835583987406973,-0.12048960604006502
50.870000000000005,0.022915000457594082,-0.11580689361040815
50.88,0.02198289007210579,-0.11106574624070106
50.89,0.021039727516662866,-0.10626870063432065
50.9,0.020085993037752114,-0.10141832174872298
50.910000000000004,0.01912217218587435,-0.09651720092715974
50.92,0.018148755556407454,-0.09156794648518964
50.93,0.017166238528792715,-0.08657317702052983
50.94,0.016175121003795,-0.0815355462250202
50.95,0.015175907138039221,-0.07645773330809219
50.96,0.014169105076146167,-0.07134243197080808
50.97,0.013155226681134335,-0.06619235257791467
50.980000000000004,0.012134787263317967,-0.06101021828099975
50.99,0.01110830530787958,-0.05579876405392866
51.0,0.01007630220220295,-0.05056070553301274
51.01,0.009039301963754675,-0.04529876395387066
51.02,0.007997830967010072,-0.04001569493371081
51.03,0.006952417668316315,-0.034714262328192254
51.04,0.005903592330345147,-0.0293972081054575
51.050000000000004,0.004851886748816135,-0.024067230415370993
51.06,0.003797833980314358,-0.01872707606547968
51.07,0.0027419680699465464,-0.013379447288906865
51.08,0.001684823781371479,-0.008027009570945586
51.09,0.0006269363308425756,-0.0026723857258775887
51.1,-0.00043115887387684524,0.0026818675140460302
51.11,-0.0014889264863095124,0.008033328932906486
51.120000000000005,-0.0025458314578597025,0.01337984309060684
51.13,-0.0036013392454402335,0.01871968115493456
51.14,-0.004654916001360228,0.024050836375502503
51.15,-0.005706028788557396,0.029370652479638666
51.160000000000004,-0.006754145835800738,0.03467639525616568
51.17,-0.007798736808583245,0.03996536253424116
51.18,-0.008839273080492026,0.04523483528993424
51.19,-0.009875228004471142,0.0504821044353832
51.2,-0.010906077183958949,0.055704459836223345
51.21,-0.011931298743667123,0.060899198283560045
51.22,-0.012950373599869097,0.06606362205203357
51.230000000000004,-0.01396278573000906,0.0711950422243461
51.24,-0.014968022441465103,0.07629077968674532
51.25,-0.015965574639283477,0.08134816733815295
51.26,-0.01695493709270443,0.0863645517358811
51.27,-0.01793560870029407,0.09133729506067323
51.28,-0.01890709275349601,0.09626377695353554
51.29,-0.019868897198413803,0.10114139644181411
51.300000000000004,-0.020820534895634176,0.1059675738392945
51.31,-0.021761523877899702,0.11073975267133056
51.32,-0.02269138760543918,0.11545540159275056
51.33,-0.023609655218763653,0.12011201630790716
51.34,-0.02451586178873648,0.1247071214814047
51.35,-0.025409548563726413,0.12923827263845433
51.36,-0.026290263213654054,0.13370305804867016
51.370000000000005,-0.02715756007074354,0.13809910058977298
51.38,-0.02801100036679348,0.14242405958646837
51.39,-0.028850152466783657,0.146675632620508
51.4,-0.029674592098636925,0.15085155730776592
51.410000000000004,-0.030483902578959082,0.15494961303847093
51.42,-0.03127767503458323,0.1589676226767981
51.43,-0.03205550861974924,0.16290345421625357
51.44,-0.03281701072875332,0.16675502238746892
51.45,-0.0335617972039076,0.17052029021522686
51.46,-0.03428949253865465,0.1741972705217384
51.47,-0.034999730075687324,0.1777840273734267
51.480000000000004,-0.03569215219992987,0.18127867746871126
51.49,-0.03636641052624237,0.1846793914645061
51.5,-0.037022166081716525,0.18798439523938867
51.51,-0.03765908948243722,0.19119197109164454
51.52,-0.03827686110459093,0.19430045887062833
51.53,-0.038875171249808466,0.19730825704012858
51.54,-0.03945372030463668,0.2002138236726637
51.550000000000004,-0.04001221889404034,0.20301567737387075
51.56,-0.040550388028842595,0.2057123981363926
51.57,-0.04106795924701953,0.2083026281228799
51.58,-0.041564674748771104,0.21078507237796687
51.59,-0.04204028752529821,0.21315849946928678
51.6,-0.04249456148122252,0.2154217420577945
51.61,-0.042927271550592803,0.21757369739786897
51.620000000000005,-0.04333820380642848,0.21961332776786174
51.63,-0.04372715556375813,0.221539660831938
51.64,-0.04409393547611751,0.22335178993421037
51.65,-0.04443836362547832,0.22504887432634862
51.660000000000004,-0.04476027160558573,0.2266301393299857
51.67,-0.04505950259868906,0.2280948764353724
51.68,-0.045335911445656414,0.22944244333787567
51.69,-0.045589364709470274,0.2306722639140135
51.7,-0.04581974073210705,0.23178382813883933
51.71,-0.04602692968480945,0.23277669194657094
51.72,-0.04621083361176618,0.23365047703644543
51.730000000000004,-0.0463713664672189,0.23440487062585708
51.74,-0.04650845414602169,0.23503962515289273
51.75,-0.046622034507683256,0.23555455793042407
51.76,-0.04671205739392691,0.23594955075397367
51.77,-0.04677848463980799,0.23622454946558835
51.78,-0.04682129007843279,0.23637956347598235
51.79,-0.04684045953932713,0.23641466524722435
51.800000000000004,-0.04683599084050671,0.23632998973825411
51.81,-0.046807893774304964,0.23612573381549992
51.82,-0.04675619008701778,0.23580215563087142
51.83,-0.04668091345242748,0.23535957396937437
51.84,-0.04658210943927166,0.23479836756857622
51.85,-0.046459835472725024,0.2341189744121185
51.86,-0.04631416078996534,0.23332189099943745
51.870000000000005,-0.046145166389896505,0.23240767159380915
51.88,-0.04595294497710419,0.23137692745079336
51.89,-0.04573760090012143,0.23023032602909657
51.9,-0.0454992500840831,0.228968590185818
51.910000000000004,-0.04523801995784988,0.2275924973579811
