t_s,buoy_heave_m,buoy_heave_acc_mps2
41.410000000000004,-0.05618423229071136,0.41632909004579977
41.42,-0.05537765924646618,0.4104610631691908
41.43,-0.054530114808685054,0.40428483186447944
41.44,-0.05364221985411314,0.3978059326103061
41.45,-0.05271462546222019,0.39102998463186467
41.46,-0.051748012353062395,0.38396266709906113
41.47,-0.050743090319250034,0.376609701285344
41.480000000000004,-0.04970059765388332,0.3689768333609513
41.49,-0.04862130057609393,0.3610698202948016
41.5,-0.047505992654162874,0.3528944643669716
41.51,-0.046355494208733534,0.34445713336859524
41.52,-0.045170651694347023,0.33576396362768884
41.53,-0.043952337093297135,0.3268207007332373
41.54,-0.042701447332648204,0.31763311311402725
41.550000000000004,-0.0414189037090836,0.3082069290165032
41.56,-0.04010565131536291,0.2985478742376479
41.57,-0.03876265846805383,0.2886616629128151
41.58,-0.03739091613569071,0.27855401557839177
41.59,-0.035991437366402215,0.2682306671924284
41.6,-0.034565256713748854,0.25769738354361954
41.61,-0.033113429638139964,0.2469606630862499
41.62,-0.03163703178738678,0.23602972826932123
41.63,-0.030137158185140105,0.22491195878285414
41.64,-0.028614922498303018,0.21361338058452628
41.65,-0.027071456259635064,0.202144816763776
41.660000000000004,-0.025507907797006547,0.19051978592606372
41.67,-0.023925440786705252,0.17875660438748497
41.68,-0.02232523213047581,0.16688609805920657
41.69,-0.020708468368910188,0.15496342918960562
41.7,-0.019076341315046565,0.14302208099398184
41.71,-0.017430045061323042,0.13107015118906595
41.72,-0.015770774659229197,0.1191160334598224
41.730000000000004,-0.014099725325297033,0.10716684126479334
41.74,-0.01241809171869589,0.09522922703697045
41.75,-0.010727067293541045,0.08330897947131985
41.76,-0.009027843722906137,0.0714112410962839
41.77,-0.0073216103943238775,0.05954042487842688
41.78,-0.005609553974241029,0.04770029051203427
41.79,-0.0038928580391410675,0.035893949812981156
41.800000000000004,-0.0021727027700325736,0.024123916247977755
41.81,-0.0004502647086290266,0.01239207648265339
41.82,0.0012732833004117953,0.0006956746767597476
41.83,0.0029967719316669095,-0.010967848688646956
41.84,0.004719035224215292,-0.022597647989386644
41.85,0.006438910595819381,-0.03419297865139355
41.86,0.008155238908980672,-0.045753432991193624
41.87,0.009866864501561651,-0.05727914767933165
41.88,0.011572635134181216,-0.06877186934854101
41.89,0.013271401887355377,-0.08023204855858881
41.9,0.014962019119084164,-0.09165922075329934
41.910000000000004,0.016643344487831956,-0.10305309630144976
41.92,0.018314238993804827,-0.11441309854305037
41.93,0.01997356703552906,-0.1257385023541078
41.94,0.021620196488931518,-0.13702827479138086
41.95,0.023252998814251635,-0.14828106869501242
41.96,0.024870849196657878,-0.1594951446309444
41.97,0.02647262672567718,-0.17066833436258508
41.980000000000004,0.028057214618352287,-0.18179799000797608
41.99,0.029623500490486804,-0.19288094751028578
42.0,0.031170376679894904,-0.2039134907142636
42.01,0.032696740625013584,-0.21489132342782388
42.02,0.034201495301683225,-0.22580954620722263
42.03,0.035683549720304845,-0.23666263983052774
42.04,0.03714181948497542,-0.2474444547123872
42.050000000000004,0.038575227415578,-0.2581482067717922
42.06,0.03998270422755575,-0.2687666615934488
42.07,0.041363189261653444,-0.27929209243070346
42.08,0.04271563127498686,-0.289715861453566
42.09,0.04403898930799449,-0.3000286450739364
42.1,0.04533223361951933,-0.31022059259410895
42.11,0.04659434667867878,-0.3202812956405633
42.12,0.047824324209787994,-0.3301998565426261
42.13,0.04902117628675061,-0.339964914671549
