height_m,period_s,omega,amp_m,rao_center,acc_center_amp,acc_center_peak,rao_buoy,acc_buoy_amp,acc_buoy_peak,settled,converged_early,duration_used_s
0.04,2.0,3.141592653589793,0.02,0.14383370835686002,0.028455153257750002,0.028760180756689773,0.2408682403508328,0.04807862149235041,0.04824256025347164,True,True,48.0
0.06,2.0,3.141592653589793,0.03,0.14385294114220948,0.0426813555068294,0.04336181872097733,0.24098440776674399,0.0720999783016506,0.07249595462114596,True,True,48.0
0.08,2.0,3.141592653589793,0.04,0.14386913855001554,0.0569150736001211,0.058127245175391966,0.24110252703116924,0.09611490671043599,0.09683868904193155,True,True,48.0
0.1,2.0,3.141592653589793,0.05,0.14388256266726393,0.07115527124366136,0.07305235329364786,0.2412212288394173,0.12013103339306812,0.12127150951114918,True,True,48.0
0.12,2.0,3.141592653589793,0.06,0.1438934391130907,0.08539948488660815,0.0881290359917987,0.24133935228873882,0.1441547830786203,0.1457950232446344,True,True,48.0
0.04,2.3,2.7318196987737333,0.02,0.5946388939967364,0.09178291382515652,0.09183813835598206,0.844741363790627,0.13619010811223192,0.1370981832529245,True,True,69.0
0.06,2.3,2.7318196987737333,0.03,0.5956922364636466,0.13759565471750676,0.1388769164401552,0.8746780630871879,0.19774637875885342,0.19788113907320656,True,True,55.2
0.08,2.3,2.7318196987737333,0.04,0.5959489641421485,0.18149056355428284,0.1838424266059987,0.8733633737842231,0.26232561284721867,0.26275941537559083,True,True,55.2
0.1,2.3,2.7318196987737333,0.05,0.5958525634851949,0.22523527948975375,0.22893718813479985,0.8726051439278056,0.3270094217961328,0.3281646446687137,True,True,55.2
0.12,2.3,2.7318196987737333,0.06,0.5953333852511893,0.26890170988977524,0.2741931738359517,0.8717766227270325,0.39172756357971894,0.39378379990607165,True,True,55.2
0.04,2.4,2.6179938779914944,0.02,1.0286629582224798,0.1444333457817588,0.1454478719618571,1.5290471730163813,0.21631321938184722,0.21639951796729434,True,True,86.4
0.06,2.4,2.6179938779914944,0.03,1.0236588560546847,0.21214644531578372,0.21397530291974662,1.5192130620014297,0.3153469967497313,0.3160359613827757,True,True,86.4
0.08,2.4,2.6179938779914944,0.04,1.012285065958881,0.2795742071927344,0.2825808083442914,1.4979082230981007,0.41397799718257045,0.4155401821118074,True,True,72.0
0.1,2.4,2.6179938779914944,0.05,1.0052057543598985,0.34583219967773754,0.35048346838137245,1.4796580554604983,0.508998431227626,0.5112296988856632,True,True,72.0
0.12,2.4,2.6179938779914944,0.06,0.9997171040041867,0.41277656319962563,0.41939714191073296,1.4603384957567,0.6028419228697943,0.6056952446371687,True,True,57.6
0.04,2.5,2.5132741228718345,0.02,1.9759161953559523,0.25072149938389376,0.251954171469506,3.157096604155527,0.40061090739829214,0.4009056630569579,True,True,90.0
0.06,2.5,2.5132741228718345,0.03,1.884349508139046,0.3576476474793071,0.3598919757670766,2.830249467876364,0.536143118777733,0.5371315256211495,True,True,75.0
0.08,2.5,2.5132741228718345,0.04,1.7954823557226711,0.45418913486763224,0.45780204192223456,2.5981226160562048,0.6561769093613903,0.6576003352472753,True,True,75.0
0.1,2.5,2.5132741228718345,0.05,1.7124069450949442,0.5415877788087567,0.5467332687080539,2.4208351103849672,0.7646082431026671,0.7663900352022956,True,True,75.0
0.12,2.5,2.5132741228718345,0.06,1.6348250929904784,0.6210031814907653,0.6277709784140026,2.274142893868445,0.8630167590034323,0.8652001800662182,True,True,60.0
0.04,2.6,2.41660973353061,0.02,3.6637397530926505,0.4292714237522507,0.43076439737946387,5.018723892106045,0.5862911994447716,0.5863368903949295,True,True,62.4
0.06,2.6,2.41660973353061,0.03,3.0784607380366733,0.5405358889936395,0.5424141195967227,4.14350665955615,0.7251274403571474,0.725357659669712,True,True,62.4
0.08,2.6,2.41660973353061,0.04,2.709040512706442,0.6340512358337416,0.6361160208567987,3.600750625078128,0.8404121681417934,0.8408313950339061,True,True,62.4
0.1,2.6,2.41660973353061,0.05,2.4478721086278097,0.7162457516034685,0.71826517637082,3.2228648870349987,0.9411340317870854,0.941647251531516,True,True,62.4
