height_m,period_s,omega,amp_m,rao_center,acc_center_amp,acc_center_peak,rao_buoy,acc_buoy_amp,acc_buoy_peak,settled,converged_early,duration_used_s
0.04,2.0,3.141592653589793,0.02,0.2740815957313893,0.05531523439066807,0.05562856490935114,0.476898642233446,0.09587178723700118,0.09621837538089688,True,True,48.0
0.06,2.0,3.141592653589793,0.03,0.2742250375161035,0.08254544213068332,0.08329516203982386,0.47838414894236025,0.1434761523184016,0.14426977807263117,True,True,48.0
0.08,2.0,3.141592653589793,0.04,0.27426220778202975,0.10963516786150021,0.11099062785381067,0.4795122645743393,0.19106922994990272,0.19248142558941927,True,True,48.0
0.1,2.0,3.141592653589793,0.05,0.27421278126661186,0.1366077656252851,0.13874440282369502,0.48030990298785414,0.23868929678965597,0.24085405618436792,True,True,48.0
0.12,2.0,3.141592653589793,0.06,0.2740894235955792,0.163525698480617,0.16660623343001243,0.4807935907800166,0.28630752049955865,0.28938485274900017,True,True,48.0
0.04,2.3,2.7318196987737333,0.02,1.3924877298196703,0.21010938204890728,0.21096400879870322,2.3510279591364114,0.3527406328054512,0.3534581437019766,True,True,55.2
0.06,2.3,2.7318196987737333,0.03,1.3329187641808538,0.2997662485070745,0.30144800445776293,2.1166490974626853,0.47482468986825077,0.4761380988173445,True,True,55.2
0.08,2.3,2.7318196987737333,0.04,1.270699331173819,0.3805525766896426,0.38319696180602497,1.949239517379149,0.5828442050784033,0.584747212023425,True,True,55.2
0.1,2.3,2.7318196987737333,0.05,1.2112523139428018,0.45344564945014604,0.45709878816132743,1.817144984780557,0.6797095862626008,0.6822190978122614,True,True,55.2
0.12,2.3,2.7318196987737333,0.06,1.1566190152318137,0.5197577094500089,0.5244427085732567,1.7082400276042984,0.7676407918154349,0.7707245585470374,True,True,55.2
0.04,2.4,2.6179938779914944,0.02,2.451842579001256,0.33763260205641177,0.3389123227033008,3.579599587204073,0.49070456110700006,0.49099686176571333,True,True,57.6
0.06,2.4,2.6179938779914944,0.03,2.1068454056461605,0.43447415648946963,0.43613433233496746,3.003222688696433,0.617229363590762,0.6180511039615953,True,True,57.6
0.08,2.4,2.6179938779914944,0.04,1.8740994570036729,0.5153282088494221,0.5172675733858512,2.6304329876185686,0.7219122474951489,0.7231262195836186,True,True,57.6
0.1,2.4,2.6179938779914944,0.05,1.7040461914454008,0.5859339947550367,0.58796821849065,2.3654589850958665,0.8131707553232007,0.8147542104489117,True,True,57.6
0.12,2.4,2.6179938779914944,0.06,1.5729785878486253,0.6493178068278775,0.6512893997720234,2.1652454841493824,0.8951746772161369,0.8970471026252896,True,True,57.6
0.04,2.5,2.5132741228718345,0.02,3.1324547188076255,0.39672933647703,0.39777272811838077,4.267918383914666,0.5372826175473193,0.5375058070796384,True,True,60.0
0.06,2.5,2.5132741228718345,0.03,2.570555096567298,0.4885008801618401,0.48960609545887424,3.4544312686419394,0.6537759067775782,0.6541706675292398,True,True,60.0
0.08,2.5,2.5132741228718345,0.04,2.2326736318393485,0.5660105599596783,0.5668010025709574,2.9717083698702242,0.7518849674177472,0.752422166242917,True,True,60.0
0.1,2.5,2.5132741228718345,0.05,2.000925974976144,0.6343830643576939,0.6345263266164182,2.6440026929979585,0.8386133400112159,0.8392557093131069,True,True,60.0
0.12,2.5,2.5132741228718345,0.06,1.8292641839726866,0.6962609917929291,0.6970920370168505,2.403296599548942,0.917386017760309,0.9180595620283023,True,True,60.0
0.04,2.6,2.41660973353061,0.02,2.9308788378464397,0.34377264002163715,0.34529446882242176,3.821731878095267,0.4451214138369094,0.44519863723913217,True,True,62.4
0.06,2.6,2.41660973353061,0.03,2.527596534944911,0.4442359382819733,0.4458555339124562,3.261757453408082,0.5701481526787737,0.5704108998939985,True,True,62.4
0.08,2.6,2.41660973353061,0.04,2.253284490055211,0.5281772492858345,0.5293778243290737,2.88700694909556,0.6745960952783954,0.6750804764540891,True,True,62.4
0.1,2.6,2.41660973353061,0.05,2.052000669158559,0.6015494437169971,0.6019007988068006,2.6148032523455336,0.7662029867951001,0.7667567334866585,True,True,62.4
0.12,2.6,2.41660973353061,0.06,1.89642689844929,0.6675013146072764,0.6685548335828584,2.4059689728089166,0.8488482831170687,0.849323815047121,True,True,62.4
0.04,2.65,2.3710133234639947,0.02,2.6336839103021146,0.29681022353103104,0.2982192939468715,3.3383184065510405,0.37349185533385987,0.3736513190686984,True,True,63.6
0.06,2.65,2.3710133234639947,0.03,2.3734880704677686,0.40122209443895285,0.40305823687629905,2.9961747406496477,0.5034042687215732,0.5037950850513415,True,True,63.6
0.08,2.65,2.3710133234639947,0.04,2.167938993469572,0.4889829505893548,0.49067458468364555,2.7247308602750175,0.6121113781112686,0.6127757119032827,True,True,63.6
0.1,2.65,2.3710133234639947,0.05,2.0048221718987183,0.5656249190092756,0.5665426706311701,2.50999211040727,0.7071955185006054,0.7080087437413314,True,True,63.6
0.12,2.65,2.3710133234639947,0.06,1.8724906217863515,0.6343858334877653,0.6348596914891559,2.336467636842057,0.7927517517145624,0.793531913104689,True,True,63.6
0.04,2.8,2.243994752564138,0.02,1.90941923537642,0.19299028924274614,0.19449731141324897,2.2398000164268703,0.22546899363344422,0.22553138382914167,True,True,67.2
0.06,2.8,2.243994752564138,0.03,1.858068530139699,0.28117573801078743,0.2837819641725975,2.194668748274693,0.3304065797831219,0.3310681046133816,True,True,67.2
0.08,2.8,2.243994752564138,0.04,1.7993320084950513,0.3633610280534547,0.36680491426546197,2.133246311732427,0.42857899790307313,0.4299432468890486,True,True,67.2
0.1,2.8,2.243994752564138,0.05,1.7393989342456155,0.43951566993827385,0.4428715256447755,2.066215847818934,0.5200408743250864,0.5220697868862842,True,True,67.2
