height_m,period_s,omega,amp_m,rao_center,acc_center_amp,acc_center_peak,rao_buoy,acc_buoy_amp,acc_buoy_peak,settled,converged_early,duration_used_s
0.04,2.0,3.141592653589793,0.02,0.14397188470954292,0.02848035669861048,0.028794367129925242,0.24110265648458468,0.04788057646496541,0.048056805963388745,True,True,48.0
0.06,2.0,3.141592653589793,0.03,0.14396184096285977,0.042713416474281604,0.04342096540031472,0.2413471474026032,0.07175980719805974,0.07214414807743233,True,True,48.0
0.08,2.0,3.141592653589793,0.04,0.1439001169526393,0.056940325263656597,0.05818076252333172,0.24150650242515348,0.09563950481575413,0.0963067483935229,True,True,48.0
0.1,2.0,3.141592653589793,0.05,0.1437927071479304,0.07112465088945653,0.07304932953615573,0.2415542191200569,0.1195153288708277,0.12050860422393618,True,True,48.0
0.12,2.0,3.141592653589793,0.06,0.143642998963851,0.08526631924618905,0.08802355116935022,0.24147859961402013,0.14334210633104286,0.14470901650132825,True,True,48.0
0.04,2.3,2.7318196987737333,0.02,0.5898212829439691,0.08831046484812786,0.08887181976537421,0.8610109260346857,0.1287764313206633,0.12896702305406352,True,True,55.2
0.06,2.3,2.7318196987737333,0.03,0.577039129484033,0.12957579094122218,0.13074930421392456,0.8364616442881165,0.18780742863230726,0.1882307751945109,True,True,55.2
0.08,2.3,2.7318196987737333,0.04,0.5610277538612485,0.1680680723867578,0.16992568244690845,0.8053468384952883,0.24149219138767333,0.24210092626466714,True,True,55.2
0.1,2.3,2.7318196987737333,0.05,0.5437547665152065,0.20374858541090157,0.20633811303303445,0.7731239206161498,0.2904234471584841,0.2911456194819117,True,True,55.2
0.12,2.3,2.7318196987737333,0.06,0.5263684445740598,0.23684838319947363,0.24019993843488222,0.7421517638424409,0.3354031555359036,0.33616099905212693,True,True,55.2
0.04,2.4,2.6179938779914944,0.02,0.9456391737554075,0.1299272969556125,0.1304725209427154,1.3423877020575414,0.18442937158716446,0.1846387017294869,True,True,57.6
0.06,2.4,2.6179938779914944,0.03,0.8774336133017638,0.18094928165401725,0.18188684048561807,1.2143492382849794,0.25085775152581125,0.25115523304368853,True,True,57.6
0.08,2.4,2.6179938779914944,0.04,0.8164686026316663,0.22470259046976687,0.22593649263299856,1.111754038386672,0.30725651538137055,0.30758478152549945,True,True,57.6
0.1,2.4,2.6179938779914944,0.05,0.7642258224401575,0.26312223076862534,0.264505751243829,1.0291234572058428,0.3568331180560589,0.3571215509872541,True,True,57.6
0.12,2.4,2.6179938779914944,0.06,0.7197123823655417,0.2976325733330745,0.2990449306502541,0.9613950838674552,0.4015682569714128,0.40172802195361645,True,True,57.6
0.04,2.5,2.5132741228718345,0.02,1.398839003410991,0.17714629729000275,0.17742217584139766,1.875871347847013,0.237810580193393,0.2379199940223047,True,True,60.0
