t_s,platform_heave_m,platform_heave_acc_mps2,buoy1_clusterA_surge_m,buoy1_clusterA_surge_acc_mps2,buoy1_clusterA_sway_m,buoy1_clusterA_sway_acc_mps2,buoy1_clusterA_heave_m,buoy1_clusterA_heave_acc_mps2,buoy4_clusterB_surge_m,buoy4_clusterB_surge_acc_mps2,buoy4_clusterB_sway_m,buoy4_clusterB_sway_acc_mps2,buoy4_clusterB_heave_m,buoy4_clusterB_heave_acc_mps2,buoy7_clusterC_surge_m,buoy7_clusterC_surge_acc_mps2,buoy7_clusterC_sway_m,buoy7_clusterC_sway_acc_mps2,buoy7_clusterC_heave_m,buoy7_clusterC_heave_acc_mps2
40.0,-0.06332893846232315,0.3334580848812473,-0.011688778223935372,0.7617786911610909,1.6489978686216173e-09,-1.9588405811333409e-10,-0.04604223219805433,0.3642074530986218,0.09396628026104138,0.09452839447581007,-5.8580223711174787e-05,0.0006921418248664638,-0.059133508015455916,0.4197737792423369,0.21033433138479354,-0.5377718882932699,-6.813037201820771e-10,4.3994636184878785e-11,-0.06803911177956483,0.48107536857750766
40.01,-0.06331671693250014,0.3396637505787311,-0.009454748109238917,0.7476650349613939,1.6418882125946688e-09,-1.4522837368087773e-10,-0.047011955562636445,0.3700914761994235,0.09711132530312877,0.07735157772877536,-4.7452937740403184e-05,0.0006101986691576257,-0.05941515995987564,0.4226220001501901,0.21270248610965864,-0.5482075557168169,-6.745081515301921e-10,7.356316550668997e-13,-0.06738049503457287,0.4765158556309861
40.02,-0.06327026185819637,0.3455788646338028,-0.007146129052976762,0.7331498830429354,1.6347679001864516e-09,-9.466916644956671e-11,-0.04794466957177685,0.37576922394906465,0.10026391649505646,0.06028097993743688,-3.628081655081103e-05,0.0005262141173899913,-0.05965453141798261,0.425087728117705,0.21501571878218192,-0.5583833537903149,-6.677128195399009e-10,-4.22204175751568e-11,-0.06667431682743381,0.4714510415445085
40.03,-0.06318898379602449,0.3511864536822113,-0.004764376681301156,0.7182480932808316,1.6276419739355033e-09,-4.423917595265589e-11,-0.04883980756942077,0.3812377367700165,0.10342234793498428,0.04331413375525407,-2.5072680863012613e-05,0.00044034369398061266,-0.05985138076398935,0.4271582539672271,0.21727301404588598,-0.5683107450797319,-6.609220009250341e-10,-8.48289025228002e-11,-0.06592108964981971,0.46589226555367663
40.04,-0.06307232468648638,0.3564706410732831,-0.002310985072924415,0.7029739639289201,1.6205154831212414e-09,6.030799837690189e-12,-0.049696823736310194,0.38649395128366903,0.10658492404798141,0.026448012979450528,-1.3837471563127842e-05,0.0003527536413960372,-0.0600055059917714,0.4288223601635741,0.2194733812505801,-0.5780010700137367,-6.541399204719931e-10,-1.270750652412554e-10,-0.06512137515883254,0.45985206159079367
40.050000000000004,-0.06291975942909984,0.3614164771251525,0.00021251465864774162,0.6873411010907835,1.613393437543718e-09,5.610625559042891e-11,-0.050515193446563196,0.3915333872128926,0.10974995927133276,0.009678832416028066,-2.5842336160328743e-06,0.00026358962864956415,-0.060116745864309595,0.4300687392909831,0.2216158533163557,-0.5874656984901584,-6.473707874975569e-10,-1.6895059507264965e-10,-0.06427578294028295,0.45334331250927506
40.06,-0.06273079733755522,0.3660107265034768,0.0028045557117116217,0.6713622760124061,1.6062808408752625e-09,1.0595679747816334e-10,-0.05129441374580424,0.39634992775067035,0.11291577767577542,-0.006997695694275608,8.677899098254432e-06,0.00017300245318139753,-0.060184980995458166,0.43088749875227056,0.22369948560505631,-0.5967157900310629,-6.406187538710375e-10,-2.1043478200100084e-10,-0.06338496922898826,0.44637893111976157
40.07,-0.06250498343148737,0.37024212828889175,0.005463536858057244,0.655049291943135,1.5991826706269549e-09,1.555474632419387e-10,-0.05203400400496897,0.400935252870589,0.11608071253225873,-0.02358633192754333,1.9939718472152693e-05,8.114146451356936e-05,-0.06021013480825855,0.4312705776641946,0.22572335480807823,-0.6057622943881888,-6.338879461623014e-10,-2.5150830529022536e-10,-0.0624496356261122,0.43897160859562145
40.08,-0.062241899565237804,0.3741004316486211,0.008187823615235288,0.6384131465171096,1.592103877361243e-09,2.0484556292390308e-10,-0.052733506757817565,0.40527965519938847,0.1192431058331393,-0.04009223577859868,3.119195682618235e-05,-1.1837371872931973e-05,-0.060192174340174,0.43121104661454845,0.2276865578588679,-0.6146158309307099,-6.271824428297406e-10,-2.921510886633934e-10,-0.06147052780364719,0.43113478189025195
40.09,-0.061941165431451964,0.3775765326018955,0.010975749342243176,0.6214642748929785,1.585049391069717e-09,2.5382099884766365e-10,-0.053392488648650094,0.40937349340649337,0.1224013077892501,-0.05652041018087859,4.2425302402526734e-05,-0.0001057527147645492,-0.06013111086506342,0.430704923289089,0.2295882108882484,-0.6232862925705461,-6.2050627598758e-10,-3.3233672617243676e-10,-0.060448434140160066,0.42288307817484
40.1,-0.06160243943361856,0.3806630361445417,0.013825616264389738,0.6042122476914566,1.5780240892991484e-09,3.024396143093727e-10,-0.054010541447723895,0.41320575086294303,0.12555367635610745,-0.07287491604230954,5.363041592984964e-05,-0.00020042603757940201,-0.06002700017075906,0.4297539049686044,0.2314274482292473,-0.6317833376006237,-6.138634445423893e-10,-3.720594420360792e-10,-0.05938418423118319,0.4142328600280518
40.11,-0.06122541940068197,0.38335415744190665,0.016735696418552833,0.5866658102782568,1.5710328218075431e-09,3.506695145417451e-10,-0.05458728313660873,0.4167653203638025,0.1286985768328124,-0.0891590715639321,6.479794675197526e-05,-0.0002956974720322764,-0.05987994235498269,0.4283643018343744,0.23320342144893735,-0.6401165858767963,-6.072578967169422e-10,-4.1131299611229623e-10,-0.05827864724698641,0.405201926834399
40.12,-0.06080984317125876,0.3856446847746556,0.019704232499472868,0.5688323747640369,1.5640804191618938e-09,3.9847682216740863e-10,-0.0551223591238656,0.4200378568109445,0.13183438151596505,-0.10537620125928343,7.59185478210867e-05,-0.0003914052253417187,-0.0596900812594369,0.4265431730190645,0.2349152983984502,-0.648295281808646,-6.00693517968948e-10,-4.5008630738314687e-10,-0.057132730156192475,0.3958089666883535
40.13,-0.06035548910116605,0.387529962535198,0.022729438585631267,0.5507181120737288,1.5571716426296634e-09,4.458349886558235e-10,-0.05561544368838064,0.423006839341174,0.13495946936781583,-0.12152963028419805,8.698289030397705e-05,-0.00048738474157249893,-0.05945760375841826,0.4242981789682791,0.23656226229443225,-0.6563282783348513,-5.941741704346112e-10,-4.883714946463245e-10,-0.055947375854131044,0.38607336752852534
40.14,-0.059862176523405336,0.38900561226924035,0.025809500729808196,0.5323276513066156,1.5503112212228257e-09,4.927092661790428e-10,-0.056066241697536726,0.42565238642563347,0.1380722256881171,-0.13762255865055814,9.798167850468762e-05,-0.0005834611549769882,-0.05918273898859749,0.4216374521742486,0.23814351084756094,-0.6642237696206653,-5.877036527459848e-10,-5.2615854436255e-10,-0.05472356121595779,0.37601526106027433
40.15,-0.05932976618585264,0.3900671529189761,0.028942577390801798,0.5136637435138579,1.5435038412837577e-09,5.390647734952525e-10,-0.056474490675873214,0.42795004395115893,0.14117104180089804,-0.15365790552067943,0.0001089056657140803,-0.0006794427579529649,-0.05886575753455524,0.41856940086947847,0.2396582554579185,-0.6719890850569009,-5.81285714643232e-10,-5.634453653297745e-10,-0.05346229507705304,0.3656555234423642
40.160000000000004,-0.058758160667069306,0.3907107568451474,0.03212679966808596,0.49472675718682885,1.5367541206474757e-09,5.848600269460158e-10,-0.05683996326274544,0.4298722555417357,0.14425431475244013,-0.16963876239229791,0.00011974567052991153,-0.0007751511569007373,-0.05850697057598417,0.41510289216323226,0.24110572046199227,-0.6796316807526973,-5.749240631004e-10,-6.00235025033206e-10,-0.05216461614624853,0.35501559433694196
40.17,-0.05814730472889632,0.3909336645493369,0.03536027136422689,0.47551649440610694,1.5300666395804405e-09,6.300516338245681e-10,-0.05716246981123256,0.43139476250417913,0.14732044700535923,-0.18556824958168314,0.00013049259240933872,-0.0008704171555021578,-0.0581067289799403,0.4112476777955011,0.2424851423924869,-0.6871589475646963,-5.686223481309035e-10,-6.365247643214562e-10,-0.05083159087550722,0.34411693137085314
40.18,-0.05749718553377695,0.39073540157909437,0.038641069126530675,0.45603774676009523,1.5234459051929612e-09,6.74613846896384e-10,-0.05744186029220883,0.43251247752519734,0.15036784613924783,-0.20144911169205781,0.0001411374261657601,-0.0009650775735259221,-0.057665422272118946,0.4070157724379844,0.24379576924809718,-0.6945779801290101,-5.623841765730349e-10,-6.723147531638246e-10,-0.049464311362470086,0.33297947526268146
40.19,-0.05680783268954335,0.39011674677901415,0.041967242922096,0.43629848155657786,1.5168963781879312e-09,7.185274151870007e-10,-0.057678024851669,0.43323114476945984,0.15339492458197695,-0.21728368000137108,0.000151671275822012,-0.0010589701819190965,-0.05718347743620471,0.40242059262040647,0.2450368597954878,-0.7018953451765194,-5.562130929362334e-10,-7.076007560273142e-10,-0.04806389335213154,0.32162235092965824
40.2,-0.056079318195105934,0.3890782021673548,0.04533681677930328,0.416307023642106,1.5104224311407068e-09,7.617767878026613e-10,-0.05787089343862487,0.4335570340734476,0.15640009938788962,-0.23307366997157372,0.00016208536847255836,-0.0011519234749700483,-0.05666135758785474,0.39747591055629067,0.24620768293414708,-0.7091166029856567,-5.501126100057499e-10,-7.423858864556723e-10,-0.046631474308861866,0.3100647020741637
40.21,-0.055311756336679264,0.3876214805531579,0.048747789596090406,0.3960712623331388,1.504028398462207e-09,8.04343197055173e-10,-0.05802043516694236,0.4334972941120168,0.159381792046081,-0.24882107670583448,0.0001723710681053821,-0.0012437780199103141,-0.05609956058401209,0.39219609104671244,0.24730751710702728,-0.7162477725599189,-5.440861752781084e-10,-7.766760454524618e-10,-0.04516821150796445,0.298325580004622
40.22,-0.05450530350253346,0.3857491764229162,0.05219813592253346,0.3755987187440131,1.497718524395781e-09,8.462091811456481e-10,-0.0581266576069224,0.433059589247495,0.16233842828254388,-0.2645280378129384,0.0001825198887208767,-0.0013343801503608857,-0.055498617584193784,0.3865958973913018,0.2483356497040986,-0.7232950124196867,-5.381371945510999e-10,-8.104681791375203e-10,-0.043675280132183386,0.28642399277315816
40.230000000000004,-0.0536601579235231,0.38346413041292743,0.05568580672207568,0.35489707958934935,1.4914969913358707e-09,8.873587781472567e-10,-0.05818960600654109,0.43225242441478096,0.1652684378576307,-0.28019642741642287,0.00019252350687604371,-0.0014235748513155865,-0.05485909157310838,0.38069038267106375,0.24929137646363267,-0.7302640417770105,-5.322690290343673e-10,-8.43762313354094e-10,-0.04215387137532162,0.274378783740497
40.24,-0.052776559416104915,0.38076814887065713,0.05920873016195417,0.33397494452234344,1.4853679264916192e-09,9.277717945828921e-10,-0.05820936242801147,0.4310853589339757,0.1681702544010715,-0.2958272302851714,0.00020237377420133295,-0.0015112044586092406,-0.05418157586187791,0.3744945876657259,0.25017400093288145,-0.7371592689476668,-5.264849683514427e-10,-8.765537024899243e-10,-0.04060519055836151,0.26220866895031447
40.25,-0.0518547891543636,0.37766357408509055,0.06276481244705313,0.31284075776399467,1.4793353527389552e-09,9.674350480834728e-10,-0.05818604480032667,0.4295684772485683,0.17104231529586716,-0.311421442644899,0.00021206272989835218,-0.001597115073528566,-0.053466692575634765,0.3680237963893043,0.25098283400011234,-0.7439851636841285,-5.207882817094721e-10,-9.088493284339341e-10,-0.03903045526380297,0.2499321249854825
40.26,-0.05089516938942526,0.37415424601193903,0.06635193863910989,0.29150215297004356,1.4734032416442066e-09,1.0063300186428366e-09,-0.058119805919437204,0.4277120504571685,0.1738830615614381,-0.3269806354084962,0.00022158261289632194,-0.001681156876871843,-0.0527150911197313,0.3612935985047321,0.2517171934259703,-0.7507469556263133,-5.151821730934421e-10,-9.40653677884221e-10,-0.03743089349257934,0.23756737208869
40.27,-0.049898063080717266,0.37024413874915135,0.06996797343608337,0.2699668591429474,1.467575482546022e-09,1.0444372895059677e-09,-0.05801083241103339,0.42552688242651626,0.17669093771319389,-0.3425062085577281,0.00023092587364792545,-0.0017631805051774763,-0.05192744662664558,0.3543196120000218,0.2523764033452647,-0.757449580952197,-5.096697958526573e-10,-9.719567645358855e-10,-0.035807741845657576,0.22513234056888717
40.28,-0.04886387356035497,0.36593499143596825,0.07361076198699928,0.24824411398242976,1.4618558844017808e-09,1.0817366040752372e-09,-0.05785934362641212,0.4230249472263128,0.17946439165938544,-0.3579982544957103,0.00024008518552682778,-0.0018430450853816635,-0.0511044584111167,0.34711697414579495,0.25295979382218514,-0.7640962294364305,-5.042542647599069e-10,-1.0027516160665798e-09,-0.03416224372859391,0.21264481519889858
40.29,-0.0477930442738127,0.36122954680777747,0.07727813076571391,0.2263425921714989,1.456248170491168e-09,1.1182158620189225e-09,-0.057665590467826704,0.42021831522825925,0.1822018746542649,-0.37345724518858797,0.00024905345579314086,-0.0019206087056462444,-0.050246848444379016,0.33970092672947594,0.2534667005113407,-0.7706896396099954,-4.989386408176267e-10,-1.0332266597136972e-09,-0.03249564758462592,0.20012210892023166
40.300000000000004,-0.04668605845540504,0.3561324752145329,0.08096788841186629,0.20426983843638136,1.45075599830371e-09,1.1538601801165904e-09,-0.057429854192078245,0.41711885822934464,0.18490184123177017,-0.3888845114263503,0.0002578238365822591,-0.0019957228996356925,-0.049355359826822966,0.33208690460373796,0.25389646440209085,-0.7772316893808313,-4.937259513474286e-10,-1.0633272972694498e-09,-0.03080920517435947,0.1875808746089824
