t_s,platform_heave_m,platform_heave_acc_mps2,buoy1_clusterA_surge_m,buoy1_clusterA_surge_acc_mps2,buoy1_clusterA_sway_m,buoy1_clusterA_sway_acc_mps2,buoy1_clusterA_heave_m,buoy1_clusterA_heave_acc_mps2,buoy4_clusterB_surge_m,buoy4_clusterB_surge_acc_mps2,buoy4_clusterB_sway_m,buoy4_clusterB_sway_acc_mps2,buoy4_clusterB_heave_m,buoy4_clusterB_heave_acc_mps2,buoy7_clusterC_surge_m,buoy7_clusterC_surge_acc_mps2,buoy7_clusterC_sway_m,buoy7_clusterC_sway_acc_mps2,buoy7_clusterC_heave_m,buoy7_clusterC_heave_acc_mps2
58.620000000000005,-0.08709281452059235,0.42188301612534207,4.0006519218393395,0.5818000659956323,-2.0272952399497478e-08,1.2460439287162743e-09,-0.13303008584707818,0.14697967725723443,4.125680362497847,0.1774847227813725,-0.0014927371699224666,0.00223378925321567,-0.020042135443157527,-0.21760013169075768,4.263371786866387,-0.1739086854504034,-1.8308195782026848e-08,-3.1503589224518494e-09,0.12311483856383416,-0.70916010024241
58.63,-0.07939831440315961,0.3923508738138813,4.008690302765629,0.5532102967623737,-2.0292238346074743e-08,1.3158192311321063e-09,-0.12671212092337197,0.12269898286650187,4.133076725213927,0.15336037737476949,-0.0014944330834513165,0.002297772285880422,-0.013429690855225227,-0.238003811714439,4.269353951302133,-0.19125308035594435,-1.8311382271859344e-08,-3.1690620947979745e-09,0.1300327569509815,-0.7248082435754273
58.64,-0.07166529730480203,0.36237177666211645,4.016783720483464,0.524689190402093,-2.031138828057991e-08,1.3873120879903257e-09,-0.12038208034310219,0.09924565095296815,4.140488175215355,0.12931844635621234,-0.001495865406695427,0.0023634093650027,-0.0068412099302450164,-0.25771065271029053,4.275316801684131,-0.20855816834831672,-1.8314887665949796e-08,-3.1862890083087623e-09,0.1368780492624749,-0.7398860537326378
58.65,-0.06389679308624602,0.33193153941687215,4.024929325079647,0.4962395586033696,-2.0330394983841845e-08,1.4604247374573283e-09,-0.11404229639780925,0.07661933142624279,4.147912309752112,0.1053571172589854,-0.0014970277795491101,0.0024305901691009453,-0.00027865391761238404,-0.27673119979448024,4.281258608806867,-0.22582932683949633,-1.831871357023919e-08,-3.2019218559008077e-09,0.14364921598201652,-0.7544096510083323
58.660000000000004,-0.05609587787089846,0.30101623283637075,4.033124273695938,0.46786278888269733,-2.03492510499087e-08,1.535051381134071e-09,-0.10769501874780281,0.054817719483472124,4.155346734064595,0.0814739760987468,-0.0014979137058941671,0.0024992023082029656,0.00625608441711808,-0.2950770589561871,4.287177646776171,-0.24307203526610488,-1.8322861457768858e-08,-3.215848673827657e-09,0.15034481285372667,-0.7683952371632203
58.67,-0.04826567541573899,0.26961228159244927,4.041365730648981,0.4395589445151263,-2.036794896269667e-08,1.611068215496432e-09,-0.10134241467438729,0.033836618771540816,4.162789061134574,0.0576660662552695,-0.0014985165675180472,0.0025691318765030456,0.012761179620850119,-0.3127608416928933,4.293072192457965,-0.26029185703114954,-1.8327332603940966e-08,-3.227959022434553e-09,0.15696344925919523,-0.7818590901477127
58.68,-0.04040935844462662,0.23770655906622332,4.049650867419093,0.411326866466812,-2.0386481069621363e-08,1.6883458767931359e-09,-0.09498656952079074,0.013670002855371267,4.17023691138251,0.03392994614902359,-0.001498829638328103,0.0026402640379561814,0.01923487228142673,-0.3297961118051342,4.298940524918735,-0.2774944228128736,-1.833212813234727e-08,-3.23814674075187e-09,0.1635037865868057,-0.7948175599705128
58.69,-0.03253014993457455,0.20528647886941467,4.057976862518138,0.383164276683297,-2.040483959774777e-08,1.7667404387342585e-09,-0.08862948731566238,-0.0056899247725131176,4.177687912316992,0.010261745477234843,-0.0014988460987885677,0.0027124836419782582,0.025675467661270733,-0.3461973341675389,4.30478092485942,-0.2946854152609759,-1.8337248928907165e-08,-3.246311189065042e-09,0.16996453659374344,-0.8072870654530897
58.7,-0.024631324345889796,0.17234008293440764,4.066340901246856,0.3550678821122397,-2.0423016655969428e-08,1.8460960887864285e-09,-0.08227309157315234,-0.024252671871920952,4.185139698141888,-0.013342780210467978,-0.001498559050502307,0.0027856758685223123,0.032081334241289255,-0.3619798252845528,4.310591674044182,-0.31187055510614686,-1.8342695710669894e-08,-3.252355659748562e-09,0.17634445976101043,-0.8192840916293922
58.71,-0.016716208849654902,0.13885410774738002,4.074740175507589,0.3270385176672198,-2.0441004186051358e-08,1.9298257774349567e-09,-0.07591922650367593,-0.04203717556624797,4.192589909331943,-0.036888025361643983,-0.001497961531309874,0.002859712928567537,0.03845090216458089,-0.377160203146298,4.316371054739038,-0.32905514972738975,-1.83484689591234e-08,-3.256177396324572e-09,0.18264236365016548,-0.8308249141063349
58.72,-0.008788184745963705,0.10481073891028228,4.083171884208762,0.29909022444244066,-2.0458793804777797e-08,2.0172279760457774e-09,-0.06956965941089403,-0.0590846219495286,4.200036192199708,-0.060378183988924916,-0.0014970465323215628,0.002934430759427717,0.04478266153425373,-0.39175717273145555,4.32211734920595,-0.34624334733002754,-1.8354568928158205e-08,-3.2576969702103135e-09,0.18885710128990157,-0.8419251344733713
58.730000000000004,-0.0008506889294727799,0.07019866174398692,4.091633233983641,0.2712234355124758,-2.0476376800021174e-08,2.1051506525459305e-09,-0.0632260837557113,-0.07541617959697296,4.207476198448146,-0.083818132259683,-0.0014958070158592339,0.0030097052410580374,0.051075160601643285,-0.4057887941917062,4.327828839225061,-0.3634405056770676,-1.836099566067409e-08,-3.2568432247666295e-09,0.1949875695756843,-0.8526011492767781
58.74,0.007092785005262563,0.03501070596468532,4.100121439238169,0.2434301586441916,-2.049374439502122e-08,2.1933176154267915e-09,-0.05689012132921483,-0.09104192937594051,4.2149075846798265,-0.1072131922726269,-0.0014942359312057076,0.0030854403637069106,0.05732700394922538,-0.4192729901672264,4.33350380555856,-0.38065268139469627,-1.8367748943420147e-08,-3.253545735317448e-09,0.20103270762744085,-0.8628698692568938
58.75,0.015038685906742568,-0.0007630466199325836,4.108633721606206,0.21570538990267824,-2.0510887816185474e-08,2.281556494239849e-09,-0.05056332364654953,-0.10597724809820484,4.222328011887355,-0.13056815325365412,-0.001492326218664981,0.0031618490898221857,0.06353685063946764,-0.43222942907819134,4.339140527381709,-0.3978851006530791,-1.8374828310186416e-08,-3.247835172181187e-09,0.2069914951157251,-0.8727478832603969
58.76,0.022983403379937768,-0.0371577279104915,4.11716730952873,0.18804874599770433,-2.0527798276219104e-08,2.369751865362761e-09,-0.04424717335818999,-0.1202366921834657,4.229735145629094,-0.1538661685209118,-0.0014900707545509645,0.0032405573368268718,0.06970341159068803,-0.4447001059847671,4.344737281894146,-0.41513803009858097,-1.8382233088355258e-08,-3.2403990737348382e-09,0.21286295057771842,-0.8822522921243253
58.77,0.030923264403655754,-0.07422165364387259,4.125719438247211,0.16046396189526435,-2.054446701971013e-08,2.4577869315076974e-09,-0.03794308579655912,-0.1338371068358582,4.237126657383172,-0.17708715989382964,-0.0014874623351694605,0.0033194687563092734,0.07582544577368582,-0.456728328992298,4.35029234498895,-0.43238592839383744,-1.838996263488293e-08,-3.2386533334024907e-09,0.2186461291739117,-0.8914177004232086
58.78,0.03885452886016593,-0.11200162211823467,4.134287350179553,0.1329576384992871,-2.0560885141150207e-08,2.5498493533645894e-09,-0.03165241097304257,-0.14680674538242797,4.2445002260657905,-0.20022472669666222,-0.0014844937915724974,0.0033972925408541316,0.08190175662440073,-0.4683339542708448,4.35580399337804,-0.4496005366023791,-1.839801657294961e-08,-3.2375505017091264e-09,0.2243401192739546,-0.9002883018830156
58.79,0.0467733854782599,-0.15052534715972002,4.142868295699488,0.10554225006326565,-2.0577043511120793e-08,2.6439054231823566e-09,-0.02537643646239063,-0.15918281084933203,4.251853538760492,-0.22327822247161216,-0.0014811580926568024,0.0034742316549385087,0.08793118960648055,-0.47953626986161485,4.361270506592939,-0.4667784891441388,-1.840639457140253e-08,-3.233423322548272e-09,0.22994403898025872,-0.9088837032009122
58.800000000000004,0.05467594945464281,-0.18979768790725737,4.151459533822716,0.07821599622168389,-2.0592932865528278e-08,2.7368025166861473e-09,-0.01911639048814859,-0.17098738473294867,4.259184290766994,-0.24625109481108992,-0.0014774483760374819,0.0035499287230367524,0.0939126301768159,-0.49035743420705824,4.3666901676288274,-0.4839222885252082,-1.841509612026689e-08,-3.2281039377699614e-09,0.23545703392500825,-0.9172154341651715
58.81,0.0625582617807947,-0.22981683193547411,4.160058332108766,0.05097069274799888,-2.0608544006034147e-08,2.8285916993490157e-09,-0.012873444320170598,-0.1822387918701003,4.266490185321717,-0.26914719800457865,-0.0014733579533465937,0.0036247578607203567,0.09984500165402986,-0.500818494198488,4.37206126358042,-0.5010094008943411,-1.842412071016425e-08,-3.2269055526037315e-09,0.24087827528810254,-0.9253165785355887
58.82,0.07041628874423711,-0.2706005159088946,4.168661966175758,0.023804934887654932,-2.062386783041205e-08,2.9194791524223456e-09,-0.0066487143330911805,-0.192960083480159,4.273768933907534,-0.29194803599767977,-0.001468880254474337,0.003700244440859031,0.10572726262037972,-0.5109555511131426,4.377382087523202,-0.5180132581989321,-1.8433468046387843e-08,-3.2262228514973075e-09,0.24620695688532734,-0.9332210497218305
58.83,0.07824592023947738,-0.31217829886270554,4.177267719488409,-0.0032805778364394774,-2.063889537831624e-08,3.0091673839160428e-09,-0.0004432642795730398,-0.20317605452078966,4.281018257779166,-0.3146312375974622,-0.0014640088108074571,0.0037743412904275363,0.11155840365187927,-0.5208030939733005,4.382650940474169,-0.5349271866498925,-1.8443137809352557e-08,-3.2226293262401814e-09,0.2514422922546411,-0.9409476560159804
58.84,0.0860429682843209,-0.35454205581358317,4.185872883174311,-0.030291908728967733,-2.0653617817591843e-08,3.097030305316238e-09,0.005741892269804303,-0.21291099126689472,4.288235889412652,-0.33719740768270834,-0.0014587373629942086,0.0038459336584819896,0.11733744425567925,-0.5303818431009449,4.387866132183505,-0.5517531230605889,-1.845312952976034e-08,-3.2169417257177645e-09,0.2565835126090303,-0.9485106889130208
58.85,0.09380316760518118,-0.39766923920413255,4.194474755473471,-0.05723756322287075,-2.0668026527257782e-08,3.1829558273361167e-09,0.011905789487408744,-0.22218886137949334,4.295419572772929,-0.3596511785047888,-0.0014530599474550147,0.003915372492063883,0.12306343054919117,-0.5397115628170043,4.393025981092164,-0.5684935274516822,-1.8463442442413894e-08,-3.208440854193476e-09,0.2616298653122173,-0.9559243900247617
58.86,0.10152217756284737,-0.44154073404579514,4.203070640998796,-0.08412399690218436,-2.06821130479755e-08,3.266581611341179e-09,0.018047506844710858,-0.23103469004511487,4.302567063000045,-0.3819948839541061,-0.0014469709117262352,0.00398235315236439,0.12873543322461584,-0.5488131153337414,4.398128814582105,-0.5851350523462533,-1.8474075742233046e-08,-3.2030869443336794e-09,0.26658061221119717,-0.9632106589668904
