height_m,period_s,omega,amp_m,rao_center,acc_center_amp,acc_center_peak,rao_buoy,acc_buoy_amp,acc_buoy_peak,settled,converged_early,duration_used_s
0.04,2.0,3.141592653589793,0.02,0.00185908143167603,0.000541554879360229,0.0006953254208700322,0.010174927880557507,0.0020636486974196545,0.002227108807317897,True,True,48.0
0.06,2.0,3.141592653589793,0.03,0.0018584346962506508,0.001041777684497764,0.0012872566256436205,0.010183629083923276,0.003096638605180061,0.0034556977720645358,True,True,48.0
0.08,2.0,3.141592653589793,0.04,0.0018578369587661792,0.001703047035621749,0.0020424019797448917,0.010192924703566444,0.004141556599955352,0.00476264668343283,True,True,48.0
0.1,2.0,3.141592653589793,0.05,0.0018572883445569124,0.002531781328179508,0.0029585434146569296,0.01020295917227807,0.0052138076894056124,0.00614904639200489,True,True,48.0
0.12,2.0,3.141592653589793,0.06,0.0018567908806869304,0.0035234938503931855,0.004037512097722887,0.01021384877319293,0.006334601724438413,0.007615936902354037,True,True,48.0
0.04,2.5,2.5132741228718345,0.02,0.1954594870608246,0.024882063744753543,0.025847883983449078,0.2328654795120295,0.029694759901423153,0.029772634092236933,True,True,60.0
0.06,2.5,2.5132741228718345,0.03,0.19484668697286897,0.03710713884127334,0.039257286163675444,0.23316547924799172,0.044385385920338055,0.04464977508002919,True,True,60.0
0.08,2.5,2.5132741228718345,0.04,0.19409500949922961,0.04921395223189351,0.05302348550276189,0.233236564012834,0.05909012909944396,0.05962181039730195,True,True,60.0
0.1,2.5,2.5132741228718345,0.05,0.19317648965061432,0.06120558386258332,0.0671647933528085,0.23301037971654295,0.0737701270879193,0.07463029159442465,True,True,60.0
0.12,2.5,2.5132741228718345,0.06,0.19208694645622765,0.0730391906331761,0.08161865414982836,0.23246747757640043,0.08833479848817444,0.08954004898624822,True,True,60.0
0.04,2.8,2.243994752564138,0.02,0.7263291879679512,0.07360057096788161,0.07553228557429767,0.8533457520288789,0.08642621184131363,0.08671062265554932,True,True,67.2
0.06,2.8,2.243994752564138,0.03,0.6762341188779607,0.10300586719744849,0.10686760011694295,0.7932527853338043,0.12073451974152599,0.12118014242357376,True,True,67.2
0.08,2.8,2.243994752564138,0.04,0.6303961687584303,0.1284796942382873,0.1345634529980987,0.7371634831756786,0.1501133452195924,0.15068576396274855,True,True,67.2
0.1,2.8,2.243994752564138,0.05,0.590601669085471,0.1512571161378073,0.15984290828889128,0.6887424286133971,0.1760160536479623,0.17667667651288962,True,True,67.2
0.12,2.8,2.243994752564138,0.06,0.556414847261103,0.17224156160030468,0.1836232010707662,0.6475014586335555,0.19941969642589807,0.20015277294941167,True,True,67.2
0.04,3.0,2.0943951023931953,0.02,1.3145700947037948,0.11705757941456096,0.11828215382325492,1.51903459286038,0.13485258455650262,0.13493420721741928,True,True,72.0
0.06,3.0,2.0943951023931953,0.03,1.0946350264514193,0.14837399070334348,0.15007219742010536,1.2530692642829344,0.16801842086998742,0.1680542617895907,True,True,72.0
0.08,3.0,2.0943951023931953,0.04,0.9565160368443154,0.176361308907039,0.17961521386563306,1.0897795310507827,0.19615357055099442,0.19620935611862309,True,True,72.0
0.1,3.0,2.0943951023931953,0.05,0.8597598749167246,0.2031277735120019,0.20939074829082163,0.9768762138667078,0.22115719800439354,0.22132956084549682,True,True,72.0
0.12,3.0,2.0943951023931953,0.06,0.7872484624166352,0.22952585458649716,0.24020123999284962,0.8929834118378646,0.24400959417877927,0.24479369727281494,True,True,72.0
