height_m,period_s,omega,amp_m,rao_center,acc_center_amp,acc_center_peak,rao_buoy,acc_buoy_amp,acc_buoy_peak,settled,converged_early,duration_used_s
0.04,2.0,3.141592653589793,0.02,0.27943488336988537,0.05632522828325259,0.05671772438225535,0.3828839353307791,0.07673754819414191,0.07691734304277038,True,True,48.0
0.06,2.0,3.141592653589793,0.03,0.2795121424944611,0.08403648742710557,0.0848830997246825,0.3815272927547218,0.11428751742851416,0.11470466288900988,True,True,48.0
0.08,2.0,3.141592653589793,0.04,0.2794771508752348,0.11158736766898099,0.1130710775701777,0.38002880116600624,0.15128776646746073,0.1520605145720219,True,True,48.0
0.1,2.0,3.141592653589793,0.05,0.279352449196356,0.13900807676952426,0.14129244460053844,0.3783837681234131,0.18774785830204538,0.18899336602195616,True,True,48.0
0.12,2.0,3.141592653589793,0.06,0.27915250238624323,0.1663526434078939,0.16961681420778432,0.3766057748972843,0.2237181769655514,0.22551513232445,True,True,48.0
0.04,2.3,2.7318196987737333,0.02,1.426494948840112,0.21480782214666483,0.21571091585414595,1.3916696259619032,0.20818936904450158,0.20888816136181745,True,True,55.2
0.06,2.3,2.7318196987737333,0.03,1.36119770992579,0.3054751175203002,0.30728801299606445,1.2865944672158964,0.28706804340112946,0.28826817755561907,True,True,55.2
0.08,2.3,2.7318196987737333,0.04,1.2934388882352634,0.38646959346795595,0.389310496576653,1.226830742721503,0.3652931119912124,0.36701493516705846,True,True,55.2
0.1,2.3,2.7318196987737333,0.05,1.2298036385471711,0.45923855135262026,0.4631024438514563,1.1779982116222183,0.43949490796846735,0.44177611667102246,True,True,55.2
0.12,2.3,2.7318196987737333,0.06,1.1720966421437184,0.525307635308898,0.5302160034851042,1.1340405470890051,0.5090424616322263,0.5119694489217904,True,True,55.2
0.04,2.4,2.6179938779914944,0.02,2.475994003918331,0.34050680334235417,0.34189297566853927,1.973487453044187,0.27498900747605126,0.27509675532438116,True,True,57.6
0.06,2.4,2.6179938779914944,0.03,2.119210258737579,0.43640969249307926,0.4382187402211407,1.8247955592543115,0.38030093770432655,0.38096487706657467,True,True,57.6
0.08,2.4,2.6179938779914944,0.04,1.8817250031549173,0.5165353966267949,0.5185910006500416,1.688723852462085,0.46947945563107774,0.47065844756131586,True,True,57.6
0.1,2.4,2.6179938779914944,0.05,1.709366859994745,0.5866290630900581,0.5887867118229534,1.5746796569225587,0.5478925818695002,0.5496110542630287,True,True,57.6
0.12,2.4,2.6179938779914944,0.06,1.5770355010229624,0.6495877402688153,0.6516495902165534,1.479527669109887,0.6186952780474249,0.6209669595567527,True,True,57.6
0.04,2.5,2.5132741228718345,0.02,3.0978909104978753,0.3920171822838174,0.3931810199738535,2.79575765189454,0.3579811124306672,0.3582760804544441,True,True,60.0
0.06,2.5,2.5132741228718345,0.03,2.5487725033713624,0.48385014575608715,0.48505565972873566,2.3414797438158774,0.4508553203725142,0.45139747681461234,True,True,60.0
0.08,2.5,2.5132741228718345,0.04,2.217206871293411,0.5613099679295633,0.5621971901986581,2.0673697190557894,0.5318942558399185,0.5327165553202349,True,True,60.0
0.1,2.5,2.5132741228718345,0.05,1.9892012828451768,0.6296857683980794,0.6299030569392758,1.8771251950591386,0.6049233294940427,0.6060337050456316,True,True,60.0
0.12,2.5,2.5132741228718345,0.06,1.820003847509263,0.691539525453878,0.6923480054185315,1.7342534033074748,0.6719510748591528,0.6733569094826869,True,True,60.0
0.04,2.6,2.41660973353061,0.02,2.865369363708469,0.3357022529158745,0.33723461913275526,2.7456003858370748,0.32468997417475753,0.3247635020316094,True,True,62.4
