t,surge,sway,heave,roll,pitch,yaw,heave_vel
1.667000000000000171e+01,3.108042833136092694e-11,-5.122687756943073777e-14,-6.674988098352870047e-02,1.706774872144443423e-14,-1.856018314340966189e-10,-7.328455336153710987e-14,-1.480576138511062734e-01
1.667999999999999972e+01,3.122987293959650196e-11,-5.128719240117667974e-14,-6.821663528902334461e-02,1.727512253473330989e-14,-1.863186807338091596e-10,-7.335903682939387788e-14,-1.452933304497636136e-01
1.669000000000000128e+01,3.137026876706675781e-11,-5.134788317309487595e-14,-6.965544956824373801e-02,1.747751111456916764e-14,-1.869750715451231533e-10,-7.343405079175953259e-14,-1.424696070128808056e-01
1.669999999999999929e+01,3.150152965089149751e-11,-5.140893702241305378e-14,-7.106573520359393825e-02,1.767482476790610388e-14,-1.875705242954899791e-10,-7.350957410660514332e-14,-1.395876000589634514e-01
1.671000000000000085e+01,3.162357260279918304e-11,-5.147034099367331888e-14,-7.244691526187736763e-02,1.786697538560084530e-14,-1.881045806385585749e-10,-7.358558746358111408e-14,-1.366484899500333139e-01
1.671999999999999886e+01,3.173631785050817060e-11,-5.153208202065070593e-14,-7.379842473031468508e-02,1.805387645275144317e-14,-1.885768036933409082e-10,-7.366207371026322001e-14,-1.336534804081969674e-01
1.673000000000000043e+01,3.183968887769771928e-11,-5.159414691810786563e-14,-7.511971074767966050e-02,1.823544306888741720e-14,-1.889867782757710039e-10,-7.373901795132998010e-14,-1.306037980226578410e-01
1.674000000000000199e+01,3.193361246254356339e-11,-5.165652238410132793e-14,-7.641023283045837722e-02,1.841159197889849883e-14,-1.893341111225605680e-10,-7.381640741423633099e-14,-1.275006917473740509e-01
1.675000000000000000e+01,3.201801871481338929e-11,-5.171919501223232891e-14,-7.766946309393923942e-02,1.858224161406004945e-14,-1.896184311072283461e-10,-7.389423109681907291e-14,-1.243454323895674396e-01
1.676000000000000156e+01,3.209284111153744190e-11,-5.178215131200221149e-14,-7.889688646814339845e-02,1.874731214108873231e-14,-1.898393894481572955e-10,-7.397247923263431212e-14,-1.211393120892932940e-01
1.676999999999999957e+01,3.215801653128626241e-11,-5.184537773442274430e-14,-8.009200090850726594e-02,1.890672551600062143e-14,-1.899966599085141869e-10,-7.405114262680924226e-14,-1.178836437902841122e-01
1.678000000000000114e+01,3.221348528710030899e-11,-5.190886069935551625e-14,-8.125431760123086322e-02,1.906040553877746680e-14,-1.900899389878520869e-10,-7.413021192722486314e-14,-1.145797607022838310e-01
1.678999999999999915e+01,3.225919115812343085e-11,-5.197258662078833999e-14,-8.238336116320815750e-02,1.920827790456560682e-14,-1.901189461052109996e-10,-7.420967690182450105e-14,-1.112290157550929054e-01
1.680000000000000071e+01,3.229508141999350971e-11,-5.203654192643459576e-14,-8.347866983645743644e-02,1.935027024737597521e-14,-1.900834237735333450e-10,-7.428952579220954575e-14,-1.078327810445477153e-01
1.680999999999999872e+01,3.232110687403869779e-11,-5.210071306865291543e-14,-8.453979567697229858e-02,1.948631217300740964e-14,-1.899831377652221942e-10,-7.436974480649282827e-14,-1.043924472706611734e-01
1.682000000000000028e+01,3.233722187531729615e-11,-5.216508652467215298e-14,-8.556630473791604352e-02,1.961633527910918635e-14,-1.898178772686887155e-10,-7.445031780128729520e-14,-1.009094231681546550e-01
1.683000000000000185e+01,3.234338435952439541e-11,-5.222964878537405379e-14,-8.655777724708453580e-02,1.974027316181380048e-14,-1.895874550357600252e-10,-7.453122618491185415e-14,-9.738513492961443918e-02
1.683999999999999986e+01,3.233955586876983519e-11,-5.229438633330473516e-14,-8.751380777856479498e-02,1.985806141005204630e-14,-1.892917075198483345e-10,-7.461244905303330540e-14,-9.382102562150877734e-02
1.685000000000000142e+01,3.232570157621256032e-11,-5.235928561200898069e-14,-8.843400541851940966e-02,1.996963759033081637e-14,-1.889304950048140574e-10,-7.469396354595259088e-14,-9.021855459330484217e-02
1.685999999999999943e+01,3.230179030951639993e-11,-5.242433299005616363e-14,-8.931799392502881574e-02,2.007494122622675379e-14,-1.885037017244866621e-10,-7.477574539562067370e-14,-8.657919687992739199e-02
1.687000000000000099e+01,3.226779457307513738e-11,-5.248951472411103617e-14,-9.016541188192594980e-02,2.017391377795541747e-14,-1.880112359728359007e-10,-7.485776961219221136e-14,-8.290444259780392622e-02
1.687999999999999901e+01,3.222369056894056751e-11,-5.255481692597936812e-14,-9.097591284656074417e-02,2.026649862797653324e-14,-1.874530302048095196e-10,-7.494001124620266664e-14,-7.919579633474352343e-02
1.689000000000000057e+01,3.216945821637841635e-11,-5.262022553864571627e-14,-9.174916549143362354e-02,2.035264107859675285e-14,-1.868290411278700235e-10,-7.502244615458530293e-14,-7.545477653389924544e-02
1.689999999999999858e+01,3.210508116997402579e-11,-5.268572632588342577e-14,-9.248485373964043799e-02,2.043228836689409452e-14,-1.861392497842720036e-10,-7.510505169749713920e-14,-7.168291487206629453e-02
