t,surge,sway,heave,roll,pitch,yaw,heave_vel
6.549999999999999822e+00,-4.463011686008675658e-11,-1.031017288632379570e-14,1.839831857262342121e-02,-2.131527923535895583e-15,1.189828268055427587e-10,-3.012914222951227405e-14,-2.001152184748882304e-02
6.560000000000000497e+00,-4.462325157007816935e-11,-1.030068159485688375e-14,1.819459240418348431e-02,-2.091901399935951670e-15,1.184514279355447804e-10,-3.016704732157984925e-14,-2.073372612661504230e-02
6.570000000000000284e+00,-4.461142331952612105e-11,-1.029135918117237609e-14,1.798369670397860498e-02,-2.051582887622162184e-15,1.178876766630338793e-10,-3.020554937356226514e-14,-2.144542866954985208e-02
6.580000000000000071e+00,-4.459465595135648474e-11,-1.028221378678441560e-14,1.776573815946562787e-02,-2.010590183627789634e-15,1.172917722075272903e-10,-3.024463284757840177e-14,-2.214629544567855643e-02
6.589999999999999858e+00,-4.457297485308720367e-11,-1.027325690051041409e-14,1.754082675583784265e-02,-1.968936892954065348e-15,1.166639232146334492e-10,-3.028426789910640019e-14,-2.283600093803178979e-02
6.600000000000000533e+00,-4.454640694539930471e-11,-1.026450304097837891e-14,1.730907568992244225e-02,-1.926632815966806031e-15,1.160043476632956432e-10,-3.032441245795339307e-14,-2.351422833655261724e-02
6.610000000000000320e+00,-4.451498066832221312e-11,-1.025596926234076825e-14,1.707060128221622730e-02,-1.883684572167964341e-15,1.153132727722238076e-10,-3.036501508746317541e-14,-2.418066971712674873e-02
6.620000000000000107e+00,-4.447872596535898695e-11,-1.024767451453169144e-14,1.682552288719398048e-02,-1.840096418733556309e-15,1.145909349051555408e-10,-3.040601839965214754e-14,-2.483502620805669650e-02
6.629999999999999893e+00,-4.443767426593642659e-11,-1.023963889827033517e-14,1.657396280202151281e-02,-1.795871210339334741e-15,1.138375794745078766e-10,-3.044736276590560886e-14,-2.547700814262578856e-02
6.640000000000000568e+00,-4.439185846660081024e-11,-1.023188286101729254e-14,1.631604617380816649e-02,-1.751011438705036472e-15,1.130534608429369625e-10,-3.048899004613742939e-14,-2.610633519866357999e-02
6.650000000000000355e+00,-4.434131291138967994e-11,-1.022442638286845388e-14,1.605190090553197321e-02,-1.705520286477263037e-15,1.122388422223117903e-10,-3.053084706491852175e-14,-2.672273652443375377e-02
6.660000000000000142e+00,-4.428607337179454150e-11,-1.021728820079760498e-14,1.578165756077171480e-02,-1.659402630710363156e-15,1.113939955696327089e-10,-3.057288859014047557e-14,-2.732595085137851446e-02
