t,surge,sway,heave,roll,pitch,yaw,heave_vel
4.099999999999999645e+00,-4.756439676792858103e-18,-7.265044483464162805e-18,-7.065378476082190273e-02,-1.081982628783378740e-18,1.038125809730385414e-19,8.003144245399274137e-13,-1.488646009523874048e-01
4.110000000000000320e+00,-4.773939639659874236e-18,-7.323395930241342438e-18,-7.212657453832348187e-02,-1.020118646587371481e-18,2.612379810778581278e-19,8.072699397425845014e-13,-1.456934452195771112e-01
4.120000000000000107e+00,-4.790704448167564864e-18,-7.380264445503698639e-18,-7.356732937177351550e-02,-9.574500269882637886e-19,4.190570767531391880e-19,8.140783281329893256e-13,-1.424576101731124811e-01
4.129999999999999893e+00,-4.806727569945026686e-18,-7.435627034895058619e-18,-7.497540965475799069e-02,-8.940019456557050459e-19,5.771856958541230316e-19,8.207365663331566038e-13,-1.391585331181234009e-01
4.139999999999999680e+00,-4.822002773453582012e-18,-7.489461375672256128e-18,-7.635019029428928572e-02,-8.298001370439531716e-19,7.355392719602380014e-19,8.272416976611737670e-13,-1.357976794356441086e-01
4.150000000000000355e+00,-4.836524130514184339e-18,-7.541745823932839929e-18,-7.769106098830881602e-02,-7.648708858885711303e-19,8.940328903423814042e-19,8.335908334437795770e-13,-1.323765419313640002e-01
4.160000000000000142e+00,-4.850286018706395202e-18,-7.592459421562923075e-18,-7.899742649661645189e-02,-6.992410182947881607e-19,1.052581334265706466e-18,8.397811542987419670e-13,-1.288966401722040911e-01
4.169999999999999929e+00,-4.863283123640637925e-18,-7.641581902906575083e-18,-8.026870690510619355e-02,-6.329378924171701949e-19,1.211099131599488321e-18,8.458099113864635935e-13,-1.253595198110147579e-01
4.179999999999999716e+00,-4.875510441118308323e-18,-7.689093701164516170e-18,-8.150433788319098871e-02,-5.659893887247501320e-19,1.369500601693332966e-18,8.516744276302607478e-13,-1.217667518996961573e-01
4.190000000000000391e+00,-4.886963279205629159e-18,-7.734975954535328526e-18,-8.270377093430240911e-02,-4.984238998410120617e-19,1.527699902468130778e-18,8.573720989047731978e-13,-1.181199321910472860e-01
4.200000000000000178e+00,-4.897637260255824972e-18,-7.779210512116633546e-18,-8.386647363935403887e-02,-4.302703199446006704e-19,1.685611077661795666e-18,8.629003951919766592e-13,-1.144206804296551694e-01
4.209999999999999964e+00,-4.907528322919356909e-18,-7.821779939586156841e-18,-8.499192989306046664e-02,-3.615580337147544356e-19,1.843148104164761427e-18,8.682568617042852535e-13,-1.106706396321400221e-01
4.219999999999999751e+00,-4.916632724183122771e-18,-7.862667524683015759e-18,-8.607964013300715977e-02,-2.923169048054630398e-19,2.000224939378927637e-18,8.734391199742448340e-13,-1.068714753570773612e-01
4.230000000000000426e+00,-4.924947041476513024e-18,-7.901857282507991073e-18,-8.712912156136959352e-02,-2.225772638343087355e-19,2.156755568536409274e-18,8.784448689103327094e-13,-1.030248749649222834e-01
4.240000000000000213e+00,-4.932468174875261676e-18,-7.939333960657985331e-18,-8.813990835918326938e-02,-1.523698958757412585e-19,2.312654051920827351e-18,8.832718858183955438e-13,-9.913254686826571127e-02
4.250000000000000000e+00,-4.939193349423754949e-18,-7.975083044204687352e-18,-8.911155189306955993e-02,-8.172602745387626584e-20,2.467834571943400600e-18,8.879180273882718598e-13,-9.519621977275669056e-02
4.259999999999999787e+00,-4.945120117583781096e-18,-8.009090760521075928e-18,-9.004362091432595305e-02,-1.067731303635609293e-20,2.622211480037921370e-18,8.923812306451594010e-13,-9.121764190902874325e-02
4.270000000000000462e+00,-4.950246361803777183e-18,-8.041344083952473238e-18,-9.093570175029212777e-02,6.074417896216744197e-20,2.775699343351711595e-18,8.966595138653073014e-13,-8.719858025597250484e-02
4.280000000000000249e+00,-4.954570297188715730e-18,-8.071830740321878936e-18,-9.178739848790730405e-02,1.325059806513829800e-19,2.928212991222682282e-18,9.007509774556240146e-13,-8.314081975570045135e-02
4.290000000000000036e+00,-4.958090474238202393e-18,-8.100539211253111257e-18,-9.259833314937747362e-02,2.045752395896085406e-19,3.079667561444418612e-18,9.046538047968115469e-13,-7.904616252055327030e-02
4.299999999999999822e+00,-4.960805781610271715e-18,-8.127458738290258696e-18,-9.336814585987462944e-02,2.769187341339683010e-19,3.229978546330722956e-18,9.083662630496516812e-13,-7.491642703250102342e-02
4.310000000000000497e+00,-4.962715448861720430e-18,-8.152579326788696359e-18,-9.409649500719370618e-02,3.495028891858905535e-19,3.379061838597295465e-18,9.118867039240848254e-13,-7.075344733529526087e-02
4.320000000000000284e+00,-4.963819049113341822e-18,-8.175891749551725497e-18,-9.478305739329676016e-02,4.222937922997904625e-19,3.526833777080668575e-18,9.152135644107417075e-13,-6.655907221973179910e-02
4.330000000000000071e+00,-4.964116501590269696e-18,-8.197387550187866908e-18,-9.542752837767697061e-02,4.952572101233069099e-19,3.673211192312823877e-18,9.183453674746005582e-13,-6.233516440238666412e-02
4.339999999999999858e+00,-4.963608073993837366e-18,-8.217059046166963552e-18,-9.602962201247930429e-02,5.683586051399901710e-19,3.818111451964231377e-18,9.212807227104649405e-13,-5.808359969819054669e-02
4.350000000000000533e+00,-4.962294384671254839e-18,-8.234899331558227390e-18,-9.658907116931793324e-02,6.415631526896389945e-19,3.961452506158837529e-18,9.240183269599676837e-13,-5.380626618720986409e-02
4.360000000000000320e+00,-4.960176404562264844e-18,-8.250902279439771874e-18,-9.710562765773436689e-02,7.148357582471628179e-19,4.103152932652601514e-18,9.265569648898295054e-13,-4.950506337600505541e-02
4.370000000000000107e+00,-4.957255458916526922e-18,-8.265062543976468496e-18,-9.757906233524382689e-02,7.881410749473527844e-19,4.243131981853582953e-18,9.288955095311135212e-13,-4.518190135393897883e-02
4.379999999999999893e+00,-4.953533228790544158e-18,-8.277375562170461491e-18,-9.800916520892145878e-02,8.614435213496808322e-19,4.381309621647593125e-18,9.310329227792379519e-13,-4.083869994481061777e-02
4.389999999999999680e+00,-4.949011752347089663e-18,-8.287837555295691357e-18,-9.839574552848337485e-02,9.347072994435472841e-19,4.517606581980276904e-18,9.329682558545226621e-13,-3.647738785419114144e-02
4.400000000000000355e+00,-4.943693425991981325e-18,-8.296445530033694332e-18,-9.873863187082136672e-02,1.007896412899665366e-18,4.651944399135465534e-18,9.347006497230687937e-13,-3.209990181284138461e-02
4.410000000000000142e+00,-4.937581005391624560e-18,-8.303197279332168086e-18,-9.903767221595426162e-02,1.080974685576970313e-18,4.784245459641774077e-18,9.362293354777794410e-13,-2.770818571659134158e-02
4.419999999999999929e+00,-4.930677606419082248e-18,-8.308091383009921731e-18,-9.929273401436211621e-02,1.153905780296173179e-18,4.914433043735502349e-18,9.375536346793561752e-13,-2.330418976306391013e-02
4.429999999999999716e+00,-4.922986706076090593e-18,-8.311127208131623268e-18,-9.950370424567395178e-02,1.226653217890635668e-18,5.042431368308404294e-18,9.386729596571189445e-13,-1.888986958562633572e-02
4.440000000000000391e+00,-4.914512143433354350e-18,-8.312304909173212314e-18,-9.967048946868298231e-02,1.299180396542566948e-18,5.168165629273901241e-18,9.395868137695144513e-13,-1.446718538495405867e-02
4.450000000000000178e+00,-4.905258120621933907e-18,-8.311625427994066568e-18,-9.979301586266749180e-02,1.371450611407832438e-18,5.291562043294443397e-18,9.402947916241993073e-13,-1.003810105859263835e-02
4.459999999999999964e+00,-4.895229203895391794e-18,-8.309090493625471527e-18,-9.987122925999926404e-02,1.443427074526238947e-18,5.412547888825356497e-18,9.407965792575986094e-13,-5.604583328904223088e-03
